,context,question,generated,Rouge-L,BERTScore,BLEURT,Self-BLEU
857,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",Who did the wood belong to?,"Where did the king live?, What did the dogs do when they saw the tree?, What did the king order the huntsmen to do after they saw the tree?, What did the huntsmen do after they saw the maiden?, Why did the king order the huntsmen to take the maiden?, What did the maiden do when she saw the huntsmen?, What did the maiden do after the huntsmen told her to work in the kitchen?, What did the maiden do after she was sent to the kitchen?","[0.3636363636363636, 0.25, 0.3, 0.25, 0.3529411764705882, 0.25, 0.28571428571428575, 0.3333333333333333]","[0.90806925, 0.89934015, 0.8934068, 0.88931674, 0.88982844, 0.88423985
, 0.87798685, 0.8884033]","[0.3222551941871643, 0.34176599979400635, 0.3924509882926941, 0.25149357318878174, 0.26094985008239746, 0.256086528301239, 0.26303380727767944, 0.2701806128025055]","[0.09435932017811387, 0.5156626918239822, 0.7958667887986415, 0.5946035575013605, 0.6340466277046861, 0.49144984054308527, 0.4261082723917018, 0.5093498412990677]"
858,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",What did the king do in the wood?,"Where did the king live?, What did the dogs do when they saw the tree?, What did the king order the huntsmen to do after they saw the tree?, What did the huntsmen do after they saw the maiden?, Why did the king order the huntsmen to take the maiden?, What did the maiden do when she woke up?, What did the king order the maiden to do in the tiny room under the stairs?, What did the maiden do in the tiny room under the stairs?, How did the maiden feel when the huntsmen seized her?, What did the king order the maiden to do in the kitchen?","[0.4615384615384615, 0.5555555555555556, 0.5454545454545454, 0.5555555555555556, 0.4210526315789474, 0.47058823529411764, 0.5833333333333334, 0.6, 0.33333333333333326, 0.7000000000000001]","[0.94697094, 0.93474114, 0.93655765, 0.9212485, 0.92097414, 0.921998
, 0.93331176, 0.93582994, 0.90741354, 0.94485074]","[0.40884894132614136, 0.3783949017524719, 0.5186322331428528, 0.343109667301178, 0.30016517639160156, 0.3593446612358093, 0.3852565288543701, 0.34316349029541016, 0.3088817596435547, 0.3620472848415375]","[0.11147236544333826, 0.5156626918239822, 0.892539918891974, 0.5946035575013605, 0.6340466277046861, 0.4088064519392259, 0.9849581210109046, 0.9234732618882052, 0.12760671487807074, 0.842362674378975]"
859,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",What did the dogs do when they came to the tree?,"Where did the king live?, What did the dogs do when they saw the tree?, What did the king order the huntsmen to do after they saw the tree?, Why did the king order the huntsmen to catch the maiden alive?, What did the huntsmen tell the king the maiden was made of?, What did the maiden do when she woke up?, Where did the maiden live?, What did the maiden do in the kitchen?, What did the maiden do when the king's huntsmen told her to work in the kitchen?","[0.25000000000000006, 0.8571428571428572, 0.56, 0.34782608695652173, 0.34782608695652173, 0.5, 0.25000000000000006, 0.5263157894736842, 0.5]","[0.9068498, 0.97099286, 0.9352812, 0.89467233, 0.8927411, 0.92872125
, 0.90398186, 0.9235261, 0.90901816]","[0.26539891958236694, 0.7380356192588806, 0.504198431968689, 0.3048541843891144, 0.24114657938480377, 0.323334276676178, 0.23444898426532745, 0.2717335820198059, 0.3102337121963501]","[0.33980884896942454, 0.5156626918239822, 0.7098108717509044, 0.5344445934790545, 0.12725469300101427, 0.537284965911771, 0.33980884896942454, 0.6690484408935986, 0.45046627229833414]"
860,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",What did the huntsmen say lived in the tree?,"Where did the king live?, Why did the dogs bark at the tree?, What did the king's huntsmen do when they saw the Many-furred Creature?, What did the Many-furred Creature do in the king's palace?, What did the Many-furred Creature do in the king's palace for a long time?","[0.2857142857142857, 0.47058823529411764, 0.43478260869565216, 0.4761904761904762, 0.39999999999999997]","[0.9093966, 0.92427945, 0.9020348, 0.882868, 0.8831304]","[0.24548259377479553, 0.30361348390579224, 0.4182305932044983, 0.3174673914909363, 0.33325913548469543]","[0.13168903966325227, 0.06030725360407769, 0.1777835117834348, 0.7817032396134896, 0.6668954865619205]"
861,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",What did the king tell the huntsmen to do to the beast?,"Where did the king live?, What did the dogs do when they saw the tree?, What did the king order the huntsmen to do after they saw the tree?, What did the huntsmen do after they saw the maiden?, What did the king's daughter do after she was captured?, What did the king's daughter say when she was captured?, Where did the king's daughter live?, What did the king's daughter do in the king's palace?, Why did the king's daughter live in great poverty?","[0.35294117647058826, 0.45454545454545453, 0.6923076923076924, 0.5454545454545454, 0.43478260869565216, 0.34782608695652173, 0.3157894736842105, 0.5, 0.2727272727272727]","[0.91745114, 0.919412, 0.9646622, 0.93679583, 0.92646664, 0.9240819
, 0.9183173, 0.9324913, 0.90525097]","[0.29471355676651, 0.3143933415412903, 0.5704452395439148, 0.3490931987762451, 0.40376317501068115, 0.4093446731567383, 0.2630043923854828, 0.3440159559249878, 0.3197711110115051]","[0.4329820146406897, 0.49616830003403634, 0.5983790078367693, 0.5156626918239822, 0.7710955777402456, 0.6493358309501979, 0.9036020036098449, 0.5142401605028263, 0.49616830003403634]"
862,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",What happened after the huntsmen seized the maiden?,"Where did the king live?, Why did the dogs bark around the tree?, What did the king's huntsmen do when they saw the Many-furred Creature?, What did the Many-furred Creature do in the king's palace?, What did the Many-furred Creature do in the king's palace for a long time?","[0.15384615384615385, 0.25, 0.36363636363636365, 0.3, 0.25]","[0.8924948, 0.90188766, 0.907427, 0.87675524, 0.87526935]","[0.22045870125293732, 0.2527952194213867, 0.42662978172302246, 0.30251771211624146, 0.31087297201156616]","[0.13168903966325227, 0.06030725360407769, 0.1777835117834348, 0.7817032396134896, 0.6668954865619205]"
863,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",How did the princess feel when she awoke?,"Where did the king live?, What did the dogs do when they saw the tree?, What did the king order the huntsmen to do after they saw the tree?, What did the huntsmen do after they saw the maiden?, What did the king's daughter do after she was captured?, What did the king's daughter say when she was captured?, Where did the king's daughter live?, What did the king's daughter do in the king's palace?, What did the king's daughter do in the kitchen?, Why did the king's daughter live in poverty?","[0.3076923076923077, 0.33333333333333326, 0.18181818181818182, 0.22222222222222224, 0.3157894736842105, 0.4210526315789474, 0.26666666666666666, 0.2, 0.22222222222222224, 0.23529411764705882]","[0.9111022, 0.91978717, 0.9157523, 0.91274494, 0.9326151, 0.9327888
, 0.91445065, 0.9186826, 0.9200072, 0.9059106]","[0.2777406871318817, 0.293853223323822, 0.33906078338623047, 0.331670343875885, 0.44105541706085205, 0.44645118713378906, 0.3166709840297699, 0.3692709803581238, 0.33808720111846924, 0.315687358379364]","[0.4329820146406897, 0.49616830003403634, 0.5983790078367693, 0.5156626918239822, 0.7710955777402456, 0.6493358309501979, 0.9036020036098449, 0.6652049901111008, 0.8070557274927981, 0.502658727004553]"
864,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",What did the huntsmen say the creature could do?,"Where did the king live?, What did the dogs do when they saw the tree?, What did the king order the huntsmen to do after they saw the tree?, Why did the king order the huntsmen to catch the maiden alive?, What did the huntsmen tell the king the maiden was made of?, What did the maiden do when she woke up?, Where did the maiden live?, What did the maiden do in the kitchen?, What did the maiden do when the king's huntsmen told her to work in the kitchen?","[0.2857142857142857, 0.4210526315789474, 0.43478260869565216, 0.380952380952381, 0.4761904761904762, 0.4444444444444444, 0.2857142857142857, 0.47058823529411764, 0.3846153846153846]","[0.8991081, 0.913334, 0.9302541, 0.9140415, 0.93202984, 0.90124154
, 0.8959708, 0.90793526, 0.9055549]","[0.23326484858989716, 0.3381997346878052, 0.47300630807876587, 0.42565494775772095, 0.41888391971588135, 0.30482181906700134, 0.23312518000602722, 0.24972185492515564, 0.3748987317085266]","[0.33980884896942454, 0.5156626918239822, 0.7098108717509044, 0.5344445934790545, 0.12725469300101427, 0.537284965911771, 0.33980884896942454, 0.6690484408935986, 0.45046627229833414]"
865,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",Where did the creature and the huntsmen go?,"Where did the king live?, What did the dogs do when they saw the tree?, What did the king order the huntsmen to do after they saw the tree?, What did the huntsmen do after they saw the maiden?, What did the king's daughter do after she was captured?, What did the king's daughter say when she was captured?, Where did the king's daughter live?, What did the king's daughter do in the king's palace?, Why did the king's daughter live in great poverty?","[0.4615384615384615, 0.33333333333333326, 0.36363636363636365, 0.33333333333333326, 0.2105263157894737, 0.2105263157894737, 0.39999999999999997, 0.3, 0.22222222222222224]","[0.9203803, 0.9034258, 0.91361135, 0.9174952, 0.90192294, 0.8966133
, 0.91418844, 0.9086975, 0.8919688]","[0.2581450939178467, 0.3114459216594696, 0.4072719216346741, 0.37710869312286377, 0.3277655243873596, 0.3034166693687439, 0.24127012491226196, 0.29082435369491577, 0.2670433223247528]","[0.4329820146406897, 0.49616830003403634, 0.5983790078367693, 0.5156626918239822, 0.7710955777402456, 0.6493358309501979, 0.9036020036098449, 0.5142401605028263, 0.49616830003403634]"
866,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",Where would the Many-furred Creature sleep?,"Where did the king live?, What did the dogs do when they saw the tree?, What did the king order the huntsmen to do after they saw the tree?, What did the huntsmen do after they saw the maiden?, What did the king's daughter do after she was captured?, What did the king's daughter say when she was captured?, Where did the king's daughter live?, What did the king's daughter do in the king's palace?, Why did the king's daughter live in great poverty?","[0.3333333333333333, 0.11764705882352941, 0.09523809523809523, 0.11764705882352941, 0.1111111111111111, 0.1111111111111111, 0.2857142857142857, 0.10526315789473685, 0.11764705882352941]","[0.90171057, 0.88533354, 0.87831086, 0.87675345, 0.8831033, 0.87934744
, 0.89883834, 0.88775593, 0.8838899]","[0.3333848714828491, 0.29614245891571045, 0.31189000606536865, 0.28229373693466187, 0.3065416216850281, 0.28216665983200073, 0.34925368428230286, 0.30969274044036865, 0.2951500415802002]","[0.4329820146406897, 0.49616830003403634, 0.5983790078367693, 0.5156626918239822, 0.7710955777402456, 0.6493358309501979, 0.9036020036098449, 0.5142401605028263, 0.49616830003403634]"
867,"The sun rose and she still slept on and on, although it was nearly noon. Now, it happened that the king to whom this wood belonged was hunting in it. When his dogs came to the tree, they sniffed, and ran round and round it, barking. The King said to the huntsmen, 'See what sort of a wild beast is in there.' The huntsmen went in, and then came back and said, 'In the hollow tree there lies a wonderful animal that we don't know, and we have never seen one like it; its skin is made of a thousand pieces of fur; but it is lying down asleep.' The King said, 'See if you can catch it alive, and then fasten it to the cart, and we will take it with us.' When the huntsmen seized the maiden, she awoke and was frightened, and cried out to them, 'I am a poor child, forsaken by father and mother; take pity on me, and let me go with you.' Then they said to her, 'Many-furred Creature, you can work in the kitchen; come with us and sweep the ashes together.' So they put her in the cart and they went back to the palace. There they showed her a tiny room under the stairs, where no daylight came, and said to her, 'Many-furred Creature, you can live and sleep here.' Then she was sent into the kitchen, where she carried wood and water, poked the fire, washed vegetables, plucked fowls, swept up the ashes, and did all the dirty work.  So the Many-furred Creature lived for a long time in great poverty. Ah, beautiful King's daughter, what is going to befall you now?",What did the Many-furred Creature do in the kitchen?,"Where did the king live?, Why did the dogs bark at the tree?, What did the king's huntsmen do when they saw the Many-furred Creature?, What did the Many-furred Creature do in the king's palace?, What did the Many-furred Creature do in the king's palace for a long time?","[0.26666666666666666, 0.33333333333333326, 0.5, 0.8181818181818182, 0.6923076923076923]","[0.8952587, 0.89579964, 0.9415794, 0.97478604, 0.9593149]","[0.28148216009140015, 0.29221177101135254, 0.4498383402824402, 0.6170099377632141, 0.4544256329536438]","[0.13168903966325227, 0.06030725360407769, 0.1777835117834348, 0.7817032396134896, 0.6668954865619205]"
868,"It happened once when a great feast was being held in the palace, that she said to the cook, 'Can I go upstairs for a little bit and look on? I will stand outside the doors.' The cook replied, 'Yes, you can go up, but in half-an-hour you must be back here to sweep up the ashes.' Then she took her little oil-lamp, and went into her little room, drew off her fur cloak, and washed off the soot from her face and hands, so that her beauty shone forth, and it was as if one sunbeam after another were coming out of a black cloud. Then she opened the nut, and took out the dress as golden as the sun. And when she had done this, she went up to the feast, and everyone stepped out of her way, for nobody knew her, and they thought she must be a King's daughter. But the King came towards her and gave her his hand, and danced with her, thinking to himself, 'My eyes have never beheld anyone so fair!' When the dance was ended, she curtseyed to him, and when the King looked round she had disappeared, no one knew whither. The guards who were standing before the palace were called and questioned, but no one had seen her.",What will the princess do in half-an-hour?,"Where did the youngest princess go after she took off her fur cloak?, What did the youngest princess do after she washed off the soot from her face and hands?, Why did everyone step out of the youngest princess's way?, Who gave the youngest princess his hand and danced with her?, What did the youngest princess do after the dance was ended?, Why did the King think the youngest princess was a King's daughter?","[0.18181818181818185, 0.30769230769230765, 0.19999999999999998, 0.19999999999999998, 0.39999999999999997, 0.18181818181818185]","[0.9004717, 0.9074706, 0.8984229, 0.8736633, 0.92151153, 0.891125]","[0.31165647506713867, 0.35224103927612305, 0.27367454767227173, 0.2888152301311493, 0.39607685804367065, 0.29666054248809814]","[0.23397625978961173, 0.39676621084968905, 0.11530568323789493, 0.10025157431478134, 0.5637560315259289, 0.11064054220098625]"
869,"It happened once when a great feast was being held in the palace, that she said to the cook, 'Can I go upstairs for a little bit and look on? I will stand outside the doors.' The cook replied, 'Yes, you can go up, but in half-an-hour you must be back here to sweep up the ashes.' Then she took her little oil-lamp, and went into her little room, drew off her fur cloak, and washed off the soot from her face and hands, so that her beauty shone forth, and it was as if one sunbeam after another were coming out of a black cloud. Then she opened the nut, and took out the dress as golden as the sun. And when she had done this, she went up to the feast, and everyone stepped out of her way, for nobody knew her, and they thought she must be a King's daughter. But the King came towards her and gave her his hand, and danced with her, thinking to himself, 'My eyes have never beheld anyone so fair!' When the dance was ended, she curtseyed to him, and when the King looked round she had disappeared, no one knew whither. The guards who were standing before the palace were called and questioned, but no one had seen her.",What did the princess do in her little room?,"Where did the youngest princess go after she took off her fur cloak?, What did the youngest princess do after she washed off the soot from her face and hands?, Why did everyone step out of the youngest princess's way?, Who gave the youngest princess his hand and danced with her?, What did the youngest princess do after the dance was ended?, Why did the King think the youngest princess was a King's daughter?","[0.3636363636363637, 0.46153846153846156, 0.3, 0.3, 0.5, 0.27272727272727276]","[0.9207626, 0.92157495, 0.90354985, 0.8797834, 0.92987067, 0.8943099]","[0.40358394384384155, 0.3954858183860779, 0.314153254032135, 0.3271632790565491, 0.4104022979736328, 0.3666914701461792]","[0.23397625978961173, 0.39676621084968905, 0.11530568323789493, 0.10025157431478134, 0.5637560315259289, 0.11064054220098625]"
870,"It happened once when a great feast was being held in the palace, that she said to the cook, 'Can I go upstairs for a little bit and look on? I will stand outside the doors.' The cook replied, 'Yes, you can go up, but in half-an-hour you must be back here to sweep up the ashes.' Then she took her little oil-lamp, and went into her little room, drew off her fur cloak, and washed off the soot from her face and hands, so that her beauty shone forth, and it was as if one sunbeam after another were coming out of a black cloud. Then she opened the nut, and took out the dress as golden as the sun. And when she had done this, she went up to the feast, and everyone stepped out of her way, for nobody knew her, and they thought she must be a King's daughter. But the King came towards her and gave her his hand, and danced with her, thinking to himself, 'My eyes have never beheld anyone so fair!' When the dance was ended, she curtseyed to him, and when the King looked round she had disappeared, no one knew whither. The guards who were standing before the palace were called and questioned, but no one had seen her.",Why did everybody step out of the princess' way?,"Where did the youngest princess go after she took off her fur cloak?, What did the youngest princess do after she washed off the soot from her face and hands?, What happened after the youngest princess went up to the feast?, Who gave the youngest princess his hand and danced with her?, What did the youngest princess do after the dance was ended?, What did the youngest princess do after she curtseyed to the king?","[0.27272727272727276, 0.23076923076923078, 0.19999999999999998, 0.19999999999999998, 0.3, 0.28571428571428575]","[0.8810331, 0.88544714, 0.89234, 0.8638057, 0.8974273, 0.8955453]","[0.3718796372413635, 0.34761250019073486, 0.42185282707214355, 0.3257613778114319, 0.3439788222312927, 0.3539378046989441]","[0.23397625978961173, 0.4390939918953565, 0.1281101041965245, 0.10025157431478134, 0.5706745777055999, 0.6262844962765468]"
871,"It happened once when a great feast was being held in the palace, that she said to the cook, 'Can I go upstairs for a little bit and look on? I will stand outside the doors.' The cook replied, 'Yes, you can go up, but in half-an-hour you must be back here to sweep up the ashes.' Then she took her little oil-lamp, and went into her little room, drew off her fur cloak, and washed off the soot from her face and hands, so that her beauty shone forth, and it was as if one sunbeam after another were coming out of a black cloud. Then she opened the nut, and took out the dress as golden as the sun. And when she had done this, she went up to the feast, and everyone stepped out of her way, for nobody knew her, and they thought she must be a King's daughter. But the King came towards her and gave her his hand, and danced with her, thinking to himself, 'My eyes have never beheld anyone so fair!' When the dance was ended, she curtseyed to him, and when the King looked round she had disappeared, no one knew whither. The guards who were standing before the palace were called and questioned, but no one had seen her.",What did the king do after he came towards the princess?,"Where did the youngest princess go after she took off her fur cloak?, What did the youngest princess do after she washed off the soot from her face and hands?, What did everyone do when the youngest princess came into the feast?, Who gave the youngest princess his hand and danced with her?, What did the youngest princess do after the dance was ended?, What did the youngest princess do after she curtseyed to the king?","[0.24999999999999994, 0.42857142857142855, 0.43478260869565216, 0.18181818181818182, 0.5454545454545454, 0.5217391304347826]","[0.9263745, 0.9260104, 0.93350524, 0.88644224, 0.94220287, 0.9398292]","[0.3904503583908081, 0.3514990210533142, 0.44652003049850464, 0.3502216935157776, 0.3696209788322449, 0.5199766159057617]","[0.23397625978961173, 0.4390939918953565, 0.10874855364455038, 0.10025157431478134, 0.5491004867761125, 0.591460168684858]"
872,"She had run to her little room and had quickly taken off her dress, made  her face and hands black, put on the fur cloak, and was once more the  Many-furred Creature. When she came into the kitchen and was setting  about her work of sweeping the ashes together, the cook said to her,  'Let that wait till to-morrow, and just cook the King's soup for me; I  want to have a little peep at the company upstairs; but be sure that you  do not let a hair fall into it, otherwise you will get nothing to eat in  future!' So the cook went away, and the Many-furred Creature cooked the  soup for the King. She made a bread-soup as well as she possibly could,  and when it was done, she fetched her gold ring from her little room,  and laid it in the tureen in which the soup was to be served up.",What will happen if the Many-furred creature drops a hair in the soup?,"How did the cook treat the girl after she turned into the Many-furred Creature?, What did the Many-furred Creature do to make the soup?","[0.2758620689655172, 0.56]","[0.90576106, 0.9184155]","[0.42364537715911865, 0.41932713985443115]","[0.08609583710384033, 0.08535157993946077]"
