,context,question,generated
814,"But the little bannock had no wish to be eaten up by the miller, so it turned and ran out of the mill, and the miller was so busy that he did not trouble himself to run after it.  After this it ran on, and on, and on, till it came to the smithy, and it popped in there to see what it could see.  The smith was busy at the anvil making horse-shoe nails, but he looked up as the wee bannock entered.",Why did the bannock run away from the miller?,Why didn't the miller trouble himself to run after the bannock?
815,"But the little bannock had no wish to be eaten up by the miller, so it turned and ran out of the mill, and the miller was so busy that he did not trouble himself to run after it.  After this it ran on, and on, and on, till it came to the smithy, and it popped in there to see what it could see.  The smith was busy at the anvil making horse-shoe nails, but he looked up as the wee bannock entered.",Why didn't the miller run after the bannock?,Why didn't the miller trouble himself to run after the bannock?
816,"But the little bannock had no wish to be eaten up by the miller, so it turned and ran out of the mill, and the miller was so busy that he did not trouble himself to run after it.  After this it ran on, and on, and on, till it came to the smithy, and it popped in there to see what it could see.  The smith was busy at the anvil making horse-shoe nails, but he looked up as the wee bannock entered.",What did the smith do as the bannock entered?,Why didn't the miller trouble himself to run after the bannock?
817,"""If there be one thing I am fond of, it is a glass of ale and a well-toasted cake,"" he cried. ""So come inside here, and welcome to you.""  But as soon as the little bannock heard of the ale, it turned and ran out of the smithy as fast as it could, and the disappointed smith picked up his hammer and ran after it. And when he saw that he could not catch it, he flung his heavy hammer at it, in the hope of knocking it down, but, luckily for the little cake, he missed his aim.  After this the bannock came to a farmhouse, with a great stack of peats standing at the back of it. In it went, and ran to the fireside. In this house the master had all the lint spread out on the floor, and was cloving it with an iron rod, while the mistress was heckling what he had already cloven.",How did  the smith feel after the bannock ran away?,"Why did the bannock run away from the smithy?, What did the smith do when the bannock ran away?, Where did the bannock go to after it ran away from the smithy?, What was the master doing in the farmhouse?"
818,"""If there be one thing I am fond of, it is a glass of ale and a well-toasted cake,"" he cried. ""So come inside here, and welcome to you.""  But as soon as the little bannock heard of the ale, it turned and ran out of the smithy as fast as it could, and the disappointed smith picked up his hammer and ran after it. And when he saw that he could not catch it, he flung his heavy hammer at it, in the hope of knocking it down, but, luckily for the little cake, he missed his aim.  After this the bannock came to a farmhouse, with a great stack of peats standing at the back of it. In it went, and ran to the fireside. In this house the master had all the lint spread out on the floor, and was cloving it with an iron rod, while the mistress was heckling what he had already cloven.",What did the smith do after the bannock ran away?,"Why did the bannock run away from the smithy?, What did the smith do when the bannock ran away?, Where did the bannock go to after it ran away from the smithy?, What was the master doing in the farmhouse?"
819,"""If there be one thing I am fond of, it is a glass of ale and a well-toasted cake,"" he cried. ""So come inside here, and welcome to you.""  But as soon as the little bannock heard of the ale, it turned and ran out of the smithy as fast as it could, and the disappointed smith picked up his hammer and ran after it. And when he saw that he could not catch it, he flung his heavy hammer at it, in the hope of knocking it down, but, luckily for the little cake, he missed his aim.  After this the bannock came to a farmhouse, with a great stack of peats standing at the back of it. In it went, and ran to the fireside. In this house the master had all the lint spread out on the floor, and was cloving it with an iron rod, while the mistress was heckling what he had already cloven.",What happened after the smith flung his heavy hammer at the bannock?,Why did the bannock run away?
820,"""If there be one thing I am fond of, it is a glass of ale and a well-toasted cake,"" he cried. ""So come inside here, and welcome to you.""  But as soon as the little bannock heard of the ale, it turned and ran out of the smithy as fast as it could, and the disappointed smith picked up his hammer and ran after it. And when he saw that he could not catch it, he flung his heavy hammer at it, in the hope of knocking it down, but, luckily for the little cake, he missed his aim.  After this the bannock came to a farmhouse, with a great stack of peats standing at the back of it. In it went, and ran to the fireside. In this house the master had all the lint spread out on the floor, and was cloving it with an iron rod, while the mistress was heckling what he had already cloven.",Where did the bannock escape to after running away from the smith?,Why did the bannock run away?
821,"""Oh, Janet,"" cried the Goodman in surprise, ""here comes in a little bannock. It looks rare and good to eat. I'll have one half of it.""  ""And I'll have the other half,"" cried the Goodwife. ""Hit it over the back with your cloving-stick, Sandy, and knock it down. Quick, or it will be out at the door again.""  But the bannock played ""jook-about,"" and dodged behind a chair. ""Hoot!"" cried Janet contemptuously, for she thought that her husband might easily have hit it, and she threw her heckle at it.  But the heckle missed it, just as her husband's cloving-rod had done, for it played ""jook-about"" again, and flew out of the house.",Why did the Janet's husband want to eat the bannock?,"What did the Goodwife and Goodman want to do to the bannock?, Why did the Goodwife and Goodman want to eat the bannock?, What did the Goodwife and Goodman want Sandy to do to the bannock?, Why did the bannock play ""jook-about""?, Why did the heckle miss the bannock?"
822,"""Oh, Janet,"" cried the Goodman in surprise, ""here comes in a little bannock. It looks rare and good to eat. I'll have one half of it.""  ""And I'll have the other half,"" cried the Goodwife. ""Hit it over the back with your cloving-stick, Sandy, and knock it down. Quick, or it will be out at the door again.""  But the bannock played ""jook-about,"" and dodged behind a chair. ""Hoot!"" cried Janet contemptuously, for she thought that her husband might easily have hit it, and she threw her heckle at it.  But the heckle missed it, just as her husband's cloving-rod had done, for it played ""jook-about"" again, and flew out of the house.",How did the Janet's husband feel when it saw the bannock?,"What did the Goodwife and Goodman want to do to the bannock?, Why did the Goodwife and Goodman want to eat the bannock?, What did Janet do when the bannock played ""jook-about""?"
823,"""Oh, Janet,"" cried the Goodman in surprise, ""here comes in a little bannock. It looks rare and good to eat. I'll have one half of it.""  ""And I'll have the other half,"" cried the Goodwife. ""Hit it over the back with your cloving-stick, Sandy, and knock it down. Quick, or it will be out at the door again.""  But the bannock played ""jook-about,"" and dodged behind a chair. ""Hoot!"" cried Janet contemptuously, for she thought that her husband might easily have hit it, and she threw her heckle at it.  But the heckle missed it, just as her husband's cloving-rod had done, for it played ""jook-about"" again, and flew out of the house.",What did Janet and her husband want to do with the bannock?,"What did the Goodwife and Goodman want to do to the bannock?, Why did the Goodwife and Goodman want to eat the bannock?, What did Janet do when the bannock played ""jook-about""?"
824,"""Oh, Janet,"" cried the Goodman in surprise, ""here comes in a little bannock. It looks rare and good to eat. I'll have one half of it.""  ""And I'll have the other half,"" cried the Goodwife. ""Hit it over the back with your cloving-stick, Sandy, and knock it down. Quick, or it will be out at the door again.""  But the bannock played ""jook-about,"" and dodged behind a chair. ""Hoot!"" cried Janet contemptuously, for she thought that her husband might easily have hit it, and she threw her heckle at it.  But the heckle missed it, just as her husband's cloving-rod had done, for it played ""jook-about"" again, and flew out of the house.",What did the Janet throw at the bannock after it dodged behind a chair?,"What did the Goodwife and Goodman want to do to the bannock?, Why did the Goodwife and Goodman want to eat the bannock?, What did the Goodwife and Goodman want Sandy to do to the bannock?, Why did Janet think her husband would easily hit the bannock?, Why did the heckle miss the bannock?"
825,"This time it ran up a burnside till it came to a little cottage standing among the heather.  Here the Goodwife was making porridge for the supper in a pot over the fire, and her husband was sitting in a corner plaiting ropes of straw with which to tie up the cow.  ""Oh, Jock! come here, come here,"" cried the Goodwife. ""You are crying for a little bannock for your supper; come here, histie, quick, and help me to catch it.""  ""Ay, ay,"" assented Jock, jumping to his feet and hurrying across the little room. ""But where is it? I cannot see it.""  ""There, man, there,"" cried his wife, ""under that chair. Run thou to that side; I will keep to this.""",Where did the bannock escape to after running away from the farmhouse?,"What was the Goodwife making for supper?, What did the husband do in the corner?"
826,"So Jock ran into the dark corner behind the chair; but, in his hurry, he tripped and fell, and the wee bannock jumped over him and flew laughing out at the door.  Through the whins and up the hillside it ran, and over the top of the hill, to a shepherd's cottage on the other side.  The inmates were just sitting down to their porridge, and the Goodwife was scraping the pan.  ""Save us and help us,"" she exclaimed, stopping with the spoon half-way to her mouth. ""There's a wee bannock come in to warm itself at our fireside.""  ""Sneck the door,"" cried the husband, ""and we'll try to catch it. It would come in handy after the porridge.""",Why did the Jock fall?,Why did the shepherd's wife say to save and help them?
827,"So Jock ran into the dark corner behind the chair; but, in his hurry, he tripped and fell, and the wee bannock jumped over him and flew laughing out at the door.  Through the whins and up the hillside it ran, and over the top of the hill, to a shepherd's cottage on the other side.  The inmates were just sitting down to their porridge, and the Goodwife was scraping the pan.  ""Save us and help us,"" she exclaimed, stopping with the spoon half-way to her mouth. ""There's a wee bannock come in to warm itself at our fireside.""  ""Sneck the door,"" cried the husband, ""and we'll try to catch it. It would come in handy after the porridge.""",Where did the bannock escape to after running away from Jock and his wife?,Why did the shepherd and his wife invite the wee bannock to warm itself at their fireside?
828,"So Jock ran into the dark corner behind the chair; but, in his hurry, he tripped and fell, and the wee bannock jumped over him and flew laughing out at the door.  Through the whins and up the hillside it ran, and over the top of the hill, to a shepherd's cottage on the other side.  The inmates were just sitting down to their porridge, and the Goodwife was scraping the pan.  ""Save us and help us,"" she exclaimed, stopping with the spoon half-way to her mouth. ""There's a wee bannock come in to warm itself at our fireside.""  ""Sneck the door,"" cried the husband, ""and we'll try to catch it. It would come in handy after the porridge.""",Why did the shepherd and his wife want to catch the bannock?,Why did the shepherd and his wife invite the bannock in?
829,"But the bannock did not wait until the door was sneckit. It turned and ran as fast as it could, and the shepherd and his wife and all the bairns ran after it, with their spoons in their hands, in hopes of catching it.  And when the shepherd saw that it could run faster than they could, he threw his bonnet at it, and almost struck it; but it escaped all these dangers, and soon it came to another house, where the folk were just going to bed.  The Goodman was half undressed, and the Goodwife was raking the cinders carefully out of the fire.",What did the shepherd throw at the bannock?,"What did the shepherd throw at the bannock?, What were the folk doing when the bannock came to their house?"
830,"""What's that?"" said he, ""for the bowl of brose that I had at supper-timewasna' very big.""  ""Catch it, then,"" answered his wife, ""and I'll have a bit, too. Quick! quick! Throw your coat over it or it will be away.""  So the Goodman threw his coat right on the top of the little bannock,and almost managed to smother it; but it struggled bravely, and got out,breathless and hot, from under it. Then it ran out into the grey light again, for night was beginning to fall, and the Goodman ran out after it, without his coat. He chased it and chased it through the stackyard and across a field, and in amongst a fine patch of whins. Then he lost it; and, as he was feeling cold without his coat, he went home.",Why did the Goodman want to catch the bannock?,"What did the wife tell her husband to do after she saw the bannock?, What happened after the bannock struggled to get out from under the coat?, Where did the Goodman chase the bannock to?, Why did the Goodman lose the bannock?"
831,"""What's that?"" said he, ""for the bowl of brose that I had at supper-timewasna' very big.""  ""Catch it, then,"" answered his wife, ""and I'll have a bit, too. Quick! quick! Throw your coat over it or it will be away.""  So the Goodman threw his coat right on the top of the little bannock,and almost managed to smother it; but it struggled bravely, and got out,breathless and hot, from under it. Then it ran out into the grey light again, for night was beginning to fall, and the Goodman ran out after it, without his coat. He chased it and chased it through the stackyard and across a field, and in amongst a fine patch of whins. Then he lost it; and, as he was feeling cold without his coat, he went home.",Why did the Goodman go home?,"Why did the wife tell her husband to catch the bannock?, What happened after the bannock got out of the coat?"
832,"""What's that?"" said he, ""for the bowl of brose that I had at supper-timewasna' very big.""  ""Catch it, then,"" answered his wife, ""and I'll have a bit, too. Quick! quick! Throw your coat over it or it will be away.""  So the Goodman threw his coat right on the top of the little bannock,and almost managed to smother it; but it struggled bravely, and got out,breathless and hot, from under it. Then it ran out into the grey light again, for night was beginning to fall, and the Goodman ran out after it, without his coat. He chased it and chased it through the stackyard and across a field, and in amongst a fine patch of whins. Then he lost it; and, as he was feeling cold without his coat, he went home.",Why didn't the Goodman have his coat when he was chasing the bannock?,"What did the wife tell her husband to do after she saw the bannock?, What happened after the bannock struggled to get out from under the coat?, Why did the husband lose the bannock?"
833,"As for the poor little bannock, it thought that it would creep under a whin bush and lie there till morning, but it was so dark that it never saw that there was a fox's hole there. So it fell down the fox's hole, and the fox was very glad to see it, for he had had no food for two days.  ""Oh, welcome, welcome,"" he cried; and he snapped it through the middle with his teeth, and that was the end of the poor wee bannock.  And if a moral be wanted for this tale, here it is: That people should never be too uplifted or too cast down over anything, for all the good folk in the story thought that they were going to get the bannock, and, lo and behold! the fox got it after all.",Where did the bannock fall into?,"Why did the fox have no food for two days?, What happened to the bannock after it fell down the fox's hole?, What did the fox do when he saw the bannock?, What did the fox do to the bannock?, What did the fox do after he ate the bannock?, What happened because the little people thought they would get the bannock?"
834,"As for the poor little bannock, it thought that it would creep under a whin bush and lie there till morning, but it was so dark that it never saw that there was a fox's hole there. So it fell down the fox's hole, and the fox was very glad to see it, for he had had no food for two days.  ""Oh, welcome, welcome,"" he cried; and he snapped it through the middle with his teeth, and that was the end of the poor wee bannock.  And if a moral be wanted for this tale, here it is: That people should never be too uplifted or too cast down over anything, for all the good folk in the story thought that they were going to get the bannock, and, lo and behold! the fox got it after all.",Why did the bannock fall into the fox's hole?,"Why did the fox have no food for two days?, What happened to the bannock after it fell down the fox's hole?, What did the fox do when he saw the bannock?, What did the fox do to the bannock?, What did the fox think would happen after the bannock fell into his hole?, Why did the fox think the bannock would be gone for good?, What did the fox do after he saw the bannock?, What happened to the bannock after the fox snapped it through the middle with his teeth?"
835,"As for the poor little bannock, it thought that it would creep under a whin bush and lie there till morning, but it was so dark that it never saw that there was a fox's hole there. So it fell down the fox's hole, and the fox was very glad to see it, for he had had no food for two days.  ""Oh, welcome, welcome,"" he cried; and he snapped it through the middle with his teeth, and that was the end of the poor wee bannock.  And if a moral be wanted for this tale, here it is: That people should never be too uplifted or too cast down over anything, for all the good folk in the story thought that they were going to get the bannock, and, lo and behold! the fox got it after all.",What happened after the bannock fell into the fox's hole?,"Why did the fox have no food for two days?, What happened to the bannock after it fell down the fox's hole?, What did the fox do when he saw the bannock?, What did the fox do to the bannock?, What did the fox do after he ate the bannock?, What happened because the little people thought they would get the bannock?"
836,"There was once upon a time a King who had a wife with golden hair, and she was so beautiful that you couldn't find anyone like her in the world. It happened that she fell ill, and when she felt that she must soon die, she sent for the King, and said, 'If you want to marry after my death, make no one queen unless she is just as beautiful as I am, and has just such golden hair as I have. Promise me this.' After the King had promised her this, she closed her eyes and died.  For a long time the King was not to be comforted, and he did not even think of taking a second wife. At last his councillors said, 'The King must marry again, so that we may have a queen.' So messengers were sent far and wide to seek for a bride equal to the late Queen in beauty. But there was no one in the wide world, and if there had been she could not have had such golden hair. Then the messengers came home again, not having been able to find a queen.",What kind of hair did the wife have?,"Why did the King's wife send for the King?, What happened after the King's wife fell ill?, Why did the King's councillors tell the King to marry again?, What did the messengers do when they could not find a queen?"
837,"There was once upon a time a King who had a wife with golden hair, and she was so beautiful that you couldn't find anyone like her in the world. It happened that she fell ill, and when she felt that she must soon die, she sent for the King, and said, 'If you want to marry after my death, make no one queen unless she is just as beautiful as I am, and has just such golden hair as I have. Promise me this.' After the King had promised her this, she closed her eyes and died.  For a long time the King was not to be comforted, and he did not even think of taking a second wife. At last his councillors said, 'The King must marry again, so that we may have a queen.' So messengers were sent far and wide to seek for a bride equal to the late Queen in beauty. But there was no one in the wide world, and if there had been she could not have had such golden hair. Then the messengers came home again, not having been able to find a queen.",Why couldn't one find anyone like the king's wife?,"Why did the King's wife send for the King?, What happened after the King's wife fell ill?, Why did the King's councillors tell the King to marry again?, What did the messengers do when they could not find a queen?"
838,"There was once upon a time a King who had a wife with golden hair, and she was so beautiful that you couldn't find anyone like her in the world. It happened that she fell ill, and when she felt that she must soon die, she sent for the King, and said, 'If you want to marry after my death, make no one queen unless she is just as beautiful as I am, and has just such golden hair as I have. Promise me this.' After the King had promised her this, she closed her eyes and died.  For a long time the King was not to be comforted, and he did not even think of taking a second wife. At last his councillors said, 'The King must marry again, so that we may have a queen.' So messengers were sent far and wide to seek for a bride equal to the late Queen in beauty. But there was no one in the wide world, and if there had been she could not have had such golden hair. Then the messengers came home again, not having been able to find a queen.",What happened when the king's wife fell ill?,"Why did the King's wife send for the King?, What happened after the King's wife fell ill?, Why did the King's councillors tell the King to marry again?, What did the messengers do when they could not find a queen?"
839,"There was once upon a time a King who had a wife with golden hair, and she was so beautiful that you couldn't find anyone like her in the world. It happened that she fell ill, and when she felt that she must soon die, she sent for the King, and said, 'If you want to marry after my death, make no one queen unless she is just as beautiful as I am, and has just such golden hair as I have. Promise me this.' After the King had promised her this, she closed her eyes and died.  For a long time the King was not to be comforted, and he did not even think of taking a second wife. At last his councillors said, 'The King must marry again, so that we may have a queen.' So messengers were sent far and wide to seek for a bride equal to the late Queen in beauty. But there was no one in the wide world, and if there had been she could not have had such golden hair. Then the messengers came home again, not having been able to find a queen.",Who did the king's wife send for when she felt that she would soon die?,"Why did the King's wife send for the King?, What did the King's wife ask the King to do?, Why did the King not want to take a second wife?, What did the councillors say the King must do?, What did the messengers have to do?"
840,"There was once upon a time a King who had a wife with golden hair, and she was so beautiful that you couldn't find anyone like her in the world. It happened that she fell ill, and when she felt that she must soon die, she sent for the King, and said, 'If you want to marry after my death, make no one queen unless she is just as beautiful as I am, and has just such golden hair as I have. Promise me this.' After the King had promised her this, she closed her eyes and died.  For a long time the King was not to be comforted, and he did not even think of taking a second wife. At last his councillors said, 'The King must marry again, so that we may have a queen.' So messengers were sent far and wide to seek for a bride equal to the late Queen in beauty. But there was no one in the wide world, and if there had been she could not have had such golden hair. Then the messengers came home again, not having been able to find a queen.",Why did the councillors say the king had to marry again?,"Why did the King's wife send for the King?, What did the King's wife ask the King to do?, What happened after the King's wife died?, Why did the King's councillors want the King to marry again?, What did the messengers do when they could not find a queen?"
841,"There was once upon a time a King who had a wife with golden hair, and she was so beautiful that you couldn't find anyone like her in the world. It happened that she fell ill, and when she felt that she must soon die, she sent for the King, and said, 'If you want to marry after my death, make no one queen unless she is just as beautiful as I am, and has just such golden hair as I have. Promise me this.' After the King had promised her this, she closed her eyes and died.  For a long time the King was not to be comforted, and he did not even think of taking a second wife. At last his councillors said, 'The King must marry again, so that we may have a queen.' So messengers were sent far and wide to seek for a bride equal to the late Queen in beauty. But there was no one in the wide world, and if there had been she could not have had such golden hair. Then the messengers came home again, not having been able to find a queen.",Why were the messengers sent far and wide?,"Why did the King's wife send for the King?, What did the King's wife ask the King to do?, Why did the King not want to take a second wife?, What did the councillors say the King must do?, What did the messengers have to do?"
842,"Now, the King had a daughter, who was just as beautiful as her dead  mother, and had just such golden hair. One day when she had grown up,  her father looked at her, and saw that she was exactly like her mother,  so he said to his councillors, 'I will marry my daughter to one of you,  and she shall be queen, for she is exactly like her dead mother, and  when I die her husband shall be king.' But when the Princess heard of  her father's decision, she was not at all pleased, and said to him,  'Before I do your bidding, I must have three dresses; one as golden as  the sun, one as silver as the moon, and one as shining as the stars.",How did the king's daughter look?,"Why did the King decide to marry his daughter to one of his councillors?, How did the Princess feel when she heard of her father's decision?, What did the Princess ask for before she would agree to marry one of the councillors?"
843,"Now, the King had a daughter, who was just as beautiful as her dead  mother, and had just such golden hair. One day when she had grown up,  her father looked at her, and saw that she was exactly like her mother,  so he said to his councillors, 'I will marry my daughter to one of you,  and she shall be queen, for she is exactly like her dead mother, and  when I die her husband shall be king.' But when the Princess heard of  her father's decision, she was not at all pleased, and said to him,  'Before I do your bidding, I must have three dresses; one as golden as  the sun, one as silver as the moon, and one as shining as the stars.",Why did the king want his daughter to be the queen?,Why did the king want one of his councillors to marry his daughter?
844,"Now, the King had a daughter, who was just as beautiful as her dead  mother, and had just such golden hair. One day when she had grown up,  her father looked at her, and saw that she was exactly like her mother,  so he said to his councillors, 'I will marry my daughter to one of you,  and she shall be queen, for she is exactly like her dead mother, and  when I die her husband shall be king.' But when the Princess heard of  her father's decision, she was not at all pleased, and said to him,  'Before I do your bidding, I must have three dresses; one as golden as  the sun, one as silver as the moon, and one as shining as the stars.",What will happen when the king dies?,Why did the king want one of his councillors to marry his daughter?
845,"Now, the King had a daughter, who was just as beautiful as her dead  mother, and had just such golden hair. One day when she had grown up,  her father looked at her, and saw that she was exactly like her mother,  so he said to his councillors, 'I will marry my daughter to one of you,  and she shall be queen, for she is exactly like her dead mother, and  when I die her husband shall be king.' But when the Princess heard of  her father's decision, she was not at all pleased, and said to him,  'Before I do your bidding, I must have three dresses; one as golden as  the sun, one as silver as the moon, and one as shining as the stars.",How did the king's daughter feel when she heard his decision?,"Why did the King decide to marry his daughter to one of his councillors?, How did the Princess feel when she heard of her father's decision?, What did the Princess ask for before she could agree to marry the councillor?"
846,"Besides these, I want a cloak made of a thousand different kinds of skin; every animal in your kingdom must give a bit of his skin to it.' But she thought to herself, 'This will be quite impossible, and I shall not have to marry someone I do not care for.' The King, however, was not to be turned from his purpose, and he commanded the most skilled maidens in his kingdom to weave the three dresses, one as golden as the sun, and one as silver as the moon, and one as shining as the stars; and he gave orders to all his huntsmen to catch one of every kind of beast in the kingdom, and to get a bit of its skin to make the cloak of a thousand pieces of fur. At last, when all was ready, the King commanded the cloak to be brought to him, and he spread it out before the Princess, and said, 'Tomorrow shall be your wedding-day.' When the Princess saw that there was no more hope of changing her father's resolution, she determined to flee away. In the night, when everyone else was sleeping, she got up and took three things from her treasures, a gold ring, a little gold spinning-wheel, and a gold reel; she put the sun, moon, and star dresses in a nut-shell, drew on the cloak of many skins, and made her face and hands black with soot. Then she commended herself to God, and went out and travelled the whole night till she came to a large forest. And as she was very much tired she sat down inside a hollow tree and fell asleep.",What did the cloak have to made of?,"Why did the princess flee away?, What did the princess put in a nut-shell?"
847,"Besides these, I want a cloak made of a thousand different kinds of skin; every animal in your kingdom must give a bit of his skin to it.' But she thought to herself, 'This will be quite impossible, and I shall not have to marry someone I do not care for.' The King, however, was not to be turned from his purpose, and he commanded the most skilled maidens in his kingdom to weave the three dresses, one as golden as the sun, and one as silver as the moon, and one as shining as the stars; and he gave orders to all his huntsmen to catch one of every kind of beast in the kingdom, and to get a bit of its skin to make the cloak of a thousand pieces of fur. At last, when all was ready, the King commanded the cloak to be brought to him, and he spread it out before the Princess, and said, 'Tomorrow shall be your wedding-day.' When the Princess saw that there was no more hope of changing her father's resolution, she determined to flee away. In the night, when everyone else was sleeping, she got up and took three things from her treasures, a gold ring, a little gold spinning-wheel, and a gold reel; she put the sun, moon, and star dresses in a nut-shell, drew on the cloak of many skins, and made her face and hands black with soot. Then she commended herself to God, and went out and travelled the whole night till she came to a large forest. And as she was very much tired she sat down inside a hollow tree and fell asleep.",What did the king command the huntsmen to do?,Why did the princess flee away?
848,"Besides these, I want a cloak made of a thousand different kinds of skin; every animal in your kingdom must give a bit of his skin to it.' But she thought to herself, 'This will be quite impossible, and I shall not have to marry someone I do not care for.' The King, however, was not to be turned from his purpose, and he commanded the most skilled maidens in his kingdom to weave the three dresses, one as golden as the sun, and one as silver as the moon, and one as shining as the stars; and he gave orders to all his huntsmen to catch one of every kind of beast in the kingdom, and to get a bit of its skin to make the cloak of a thousand pieces of fur. At last, when all was ready, the King commanded the cloak to be brought to him, and he spread it out before the Princess, and said, 'Tomorrow shall be your wedding-day.' When the Princess saw that there was no more hope of changing her father's resolution, she determined to flee away. In the night, when everyone else was sleeping, she got up and took three things from her treasures, a gold ring, a little gold spinning-wheel, and a gold reel; she put the sun, moon, and star dresses in a nut-shell, drew on the cloak of many skins, and made her face and hands black with soot. Then she commended herself to God, and went out and travelled the whole night till she came to a large forest. And as she was very much tired she sat down inside a hollow tree and fell asleep.",Who did the king command to weave the three dresses?,"Why did the princess flee away?, What did the princess put in a nut-shell?, Where did the princess go to after she fled away?"
849,"Besides these, I want a cloak made of a thousand different kinds of skin; every animal in your kingdom must give a bit of his skin to it.' But she thought to herself, 'This will be quite impossible, and I shall not have to marry someone I do not care for.' The King, however, was not to be turned from his purpose, and he commanded the most skilled maidens in his kingdom to weave the three dresses, one as golden as the sun, and one as silver as the moon, and one as shining as the stars; and he gave orders to all his huntsmen to catch one of every kind of beast in the kingdom, and to get a bit of its skin to make the cloak of a thousand pieces of fur. At last, when all was ready, the King commanded the cloak to be brought to him, and he spread it out before the Princess, and said, 'Tomorrow shall be your wedding-day.' When the Princess saw that there was no more hope of changing her father's resolution, she determined to flee away. In the night, when everyone else was sleeping, she got up and took three things from her treasures, a gold ring, a little gold spinning-wheel, and a gold reel; she put the sun, moon, and star dresses in a nut-shell, drew on the cloak of many skins, and made her face and hands black with soot. Then she commended herself to God, and went out and travelled the whole night till she came to a large forest. And as she was very much tired she sat down inside a hollow tree and fell asleep.",What happened after all was ready?,"Why did the princess flee away?, What did the princess put in a nut-shell?, Where did the princess go to after she fled away?"
850,"Besides these, I want a cloak made of a thousand different kinds of skin; every animal in your kingdom must give a bit of his skin to it.' But she thought to herself, 'This will be quite impossible, and I shall not have to marry someone I do not care for.' The King, however, was not to be turned from his purpose, and he commanded the most skilled maidens in his kingdom to weave the three dresses, one as golden as the sun, and one as silver as the moon, and one as shining as the stars; and he gave orders to all his huntsmen to catch one of every kind of beast in the kingdom, and to get a bit of its skin to make the cloak of a thousand pieces of fur. At last, when all was ready, the King commanded the cloak to be brought to him, and he spread it out before the Princess, and said, 'Tomorrow shall be your wedding-day.' When the Princess saw that there was no more hope of changing her father's resolution, she determined to flee away. In the night, when everyone else was sleeping, she got up and took three things from her treasures, a gold ring, a little gold spinning-wheel, and a gold reel; she put the sun, moon, and star dresses in a nut-shell, drew on the cloak of many skins, and made her face and hands black with soot. Then she commended herself to God, and went out and travelled the whole night till she came to a large forest. And as she was very much tired she sat down inside a hollow tree and fell asleep.",What was the princess determined to do?,Why did the princess flee away?
851,"Besides these, I want a cloak made of a thousand different kinds of skin; every animal in your kingdom must give a bit of his skin to it.' But she thought to herself, 'This will be quite impossible, and I shall not have to marry someone I do not care for.' The King, however, was not to be turned from his purpose, and he commanded the most skilled maidens in his kingdom to weave the three dresses, one as golden as the sun, and one as silver as the moon, and one as shining as the stars; and he gave orders to all his huntsmen to catch one of every kind of beast in the kingdom, and to get a bit of its skin to make the cloak of a thousand pieces of fur. At last, when all was ready, the King commanded the cloak to be brought to him, and he spread it out before the Princess, and said, 'Tomorrow shall be your wedding-day.' When the Princess saw that there was no more hope of changing her father's resolution, she determined to flee away. In the night, when everyone else was sleeping, she got up and took three things from her treasures, a gold ring, a little gold spinning-wheel, and a gold reel; she put the sun, moon, and star dresses in a nut-shell, drew on the cloak of many skins, and made her face and hands black with soot. Then she commended herself to God, and went out and travelled the whole night till she came to a large forest. And as she was very much tired she sat down inside a hollow tree and fell asleep.",What did the princess do while everyone was sleeping?,Why did the princess flee away?
852,"Besides these, I want a cloak made of a thousand different kinds of skin; every animal in your kingdom must give a bit of his skin to it.' But she thought to herself, 'This will be quite impossible, and I shall not have to marry someone I do not care for.' The King, however, was not to be turned from his purpose, and he commanded the most skilled maidens in his kingdom to weave the three dresses, one as golden as the sun, and one as silver as the moon, and one as shining as the stars; and he gave orders to all his huntsmen to catch one of every kind of beast in the kingdom, and to get a bit of its skin to make the cloak of a thousand pieces of fur. At last, when all was ready, the King commanded the cloak to be brought to him, and he spread it out before the Princess, and said, 'Tomorrow shall be your wedding-day.' When the Princess saw that there was no more hope of changing her father's resolution, she determined to flee away. In the night, when everyone else was sleeping, she got up and took three things from her treasures, a gold ring, a little gold spinning-wheel, and a gold reel; she put the sun, moon, and star dresses in a nut-shell, drew on the cloak of many skins, and made her face and hands black with soot. Then she commended herself to God, and went out and travelled the whole night till she came to a large forest. And as she was very much tired she sat down inside a hollow tree and fell asleep.",What did the princess put in a nut-shell?,Why did the princess flee away?
853,"Besides these, I want a cloak made of a thousand different kinds of skin; every animal in your kingdom must give a bit of his skin to it.' But she thought to herself, 'This will be quite impossible, and I shall not have to marry someone I do not care for.' The King, however, was not to be turned from his purpose, and he commanded the most skilled maidens in his kingdom to weave the three dresses, one as golden as the sun, and one as silver as the moon, and one as shining as the stars; and he gave orders to all his huntsmen to catch one of every kind of beast in the kingdom, and to get a bit of its skin to make the cloak of a thousand pieces of fur. At last, when all was ready, the King commanded the cloak to be brought to him, and he spread it out before the Princess, and said, 'Tomorrow shall be your wedding-day.' When the Princess saw that there was no more hope of changing her father's resolution, she determined to flee away. In the night, when everyone else was sleeping, she got up and took three things from her treasures, a gold ring, a little gold spinning-wheel, and a gold reel; she put the sun, moon, and star dresses in a nut-shell, drew on the cloak of many skins, and made her face and hands black with soot. Then she commended herself to God, and went out and travelled the whole night till she came to a large forest. And as she was very much tired she sat down inside a hollow tree and fell asleep.",Who did the princess commend herself to?,Why did the princess flee away?
