Unnamed: 0,id,context,question,generated
189,190,"Now, the lassie could have told her that the Paddock had travelled from the Well o' the World's End. But she held her tongue, and went to the milk-house, and brought back a saucerful of milk, which she set down before the strange little visitor.      ""Now chop off my head, my hinnie, my heart,     Now chop off my head, my own true love,     Remember the promise that you and I made     Down in the meadow, where we two met.""",What did the daughter give to the yellow Paddock?,"1. What did the lassie do after she told the Paddock that the Paddock had travelled from the Well o' the World's End?
2. Where did the lassie go after she told the Paddock that the Paddock had travelled from the Well o' the World's End?
3. Which saucerful of milk did the lassie bring back from the milk-house?
4. Who did the lassie set down the saucerful of milk before?
5. Why did the lassie bring back a saucerful of milk?
6. How did the lassie remember the promise that she and the Paddock made?"
190,191,"""Pay no heed, the creature's daft,"" exclaimed the old woman, running forward to stop her daughter, who was raising the axe to chop off the Paddock's head. But she was too late. Down came the axe, off went the head. Lo, and behold! on the spot where the little creature had sat, stood the most handsome young Prince that had ever been seen.  He wore such a noble air, and was so richly dressed, that the astonished girl and her mother would have fallen on their knees before him had he not prevented them by a movement of his hand.",What happened after the daughter listened to the yellow Paddock's request?,"1. What was the old woman's reaction when she saw the young Prince?
2. What did the young Prince do to prevent the girl and her mother from falling on their knees?
3. What was the young Prince's appearance like?
4. What was the old woman's daughter's reaction to the young Prince?
5. What was the young Prince's reaction to the old woman and her daughter?
6. What was the old woman's daughter's reaction to the young Prince?
7. What was the young Prince's reaction to the old woman and her daughter?
8. What was the old woman's reaction to the young Prince?
9. What was the young Prince's reaction to the old woman and her daughter?
10. What was the old woman's daughter's reaction to the young Prince?
11. What was the young Prince's reaction to the old woman and her daughter?
12. What was the old woman's reaction to the young Prince?
13. What was the young Prince's reaction to the old woman and her daughter?
14. What was the old woman's daughter's reaction to the young Prince?
15. What was the young Prince's reaction to the old woman and her daughter?
16. What was the old woman's reaction to the young Prince?
17. What was the young Prince's reaction to the old woman and her daughter?
18. What was the old woman's daughter's reaction to the young Prince?
19. What was the young Prince's reaction to the old woman and her daughter?
20. What was the old woman's reaction to the young Prince?
21. What was the young Prince's reaction to the old woman and her daughter?
22. What was the old woman's daughter's reaction to the young Prince?
23. What was the young Prince's reaction to the old woman and her daughter?
24. What was the old woman's reaction to the young Prince?
25. What was the young Prince's reaction to the old woman and her daughter?
26. What was the old woman's daughter's reaction to the young Prince?
27. What was the young Prince's reaction to the old woman and her daughter?
28. What was the old woman's reaction to the young Prince?
29. What was the young Prince's reaction to the old woman and her daughter?
30. What was the old woman's daughter's reaction to the young Prince?
31. What was the young Prince's reaction to the old woman and her daughter?
32. What was the old woman's reaction to the young Prince?
33. What was the young Prince's reaction to the old woman and her daughter?
34. What was the old woman's daughter's reaction to the young Prince?
35. What was the young Prince's reaction to the old woman and her daughter?
36. What was the old woman's reaction to the young Prince?
37. What was the young Prince's reaction to the old woman and her daughter?
38. What was the old woman's daughter's reaction to the young Prince?
39. What was the young Prince's reaction to the old woman and her daughter?
40. What was the old woman's reaction to the young Prince?
41. What was the young Prince's reaction to the old woman and her daughter?
42. What was the old woman's daughter'"
191,192,"""Pay no heed, the creature's daft,"" exclaimed the old woman, running forward to stop her daughter, who was raising the axe to chop off the Paddock's head. But she was too late. Down came the axe, off went the head. Lo, and behold! on the spot where the little creature had sat, stood the most handsome young Prince that had ever been seen.  He wore such a noble air, and was so richly dressed, that the astonished girl and her mother would have fallen on their knees before him had he not prevented them by a movement of his hand.",How did the old widow woman feel after the yellow Paddock made his request?,"1. What was the old woman's reaction when she saw the young Prince?
2. What did the young Prince do to prevent the girl and her mother from falling on their knees?
3. What was the young Prince's appearance like?
4. What was the old woman's daughter doing when she saw the young Prince?
5. What was the old woman's daughter's reaction to the young Prince?
6. What was the young Prince's reaction to the old woman and her daughter?
7. What was the young Prince's reaction to the old woman and her daughter's reaction?"
192,193,"""'It is I that should kneel to you, Sweetheart,"" he said, turning to the blushing girl. ""For you have delivered me from a fearful spell, which was cast over me in my infancy by a wicked Fairy, who at the same time slew my father. For long years I have lived in that well, the Well o' the World's End, waiting for a maiden to appear, who should take pity on me, even in my loathsome disguise. She who would promise to be my wife, and who would also have the kindness to let me into her house, and the courage, at my bidding, to cut off my head.  ""Now I can return and claim my father's Kingdom, and you, most gracious maiden, will go with me, and be my bride, for you well deserve the honour.""  And this was how the girl who went to fetch water from the Well o' the World's End became a Princess.",Why was the prince trapped as a yellow Paddock?,"1. What was the fearful spell cast over the man in his infancy?
2. What was the wicked Fairy's intention in casting the spell?
3. How did the man live in the Well o' the World's End for many years?
4. What was the man's intention in seeking a maiden's help?
5. What was the maiden's reaction to the man's request?
6. How did the man's request change the maiden's life?
7. What was the man's intention in seeking the maiden's help?
8. What was the maiden's reaction to the man's request?
9. How did the man's request change the maiden's life?
10. What was the man's intention in seeking the maiden's help?
11. What was the maiden's reaction to the man's request?
12. How did the man's request change the maiden's life?
13. What was the man's intention in seeking the maiden's help?
14. What was the maiden's reaction to the man's request?
15. How did the man's request change the maiden's life?
16. What was the man's intention in seeking the maiden's help?
17. What was the maiden's reaction to the man's request?
18. How did the man's request change the maiden's life?
19. What was the man's intention in seeking the maiden's help?
20. What was the maiden's reaction to the man's request?
21. How did the man's request change the maiden's life?
22. What was the man's intention in seeking the maiden's help?
23. What was the maiden's reaction to the man's request?
24. How did the man's request change the maiden's life?
25. What was the man's intention in seeking the maiden's help?
26. What was the maiden's reaction to the man's request?
27. How did the man's request change the maiden's life?
28. What was the man's intention in seeking the maiden's help?
29. What was the maiden's reaction to the man's request?
30. How did the man's request change the maiden's life?
31. What was the man's intention in seeking the maiden's help?
32. What was the maiden's reaction to the man's request?
33. How did the man's request change the maiden's life?
34. What was the man's intention in seeking the maiden's help?
35. What was the maiden's reaction to the man's request?
36. How did the man's request change the maiden's life?
37. What was the man's intention in seeking the maiden's help?"
193,194,"""'It is I that should kneel to you, Sweetheart,"" he said, turning to the blushing girl. ""For you have delivered me from a fearful spell, which was cast over me in my infancy by a wicked Fairy, who at the same time slew my father. For long years I have lived in that well, the Well o' the World's End, waiting for a maiden to appear, who should take pity on me, even in my loathsome disguise. She who would promise to be my wife, and who would also have the kindness to let me into her house, and the courage, at my bidding, to cut off my head.  ""Now I can return and claim my father's Kingdom, and you, most gracious maiden, will go with me, and be my bride, for you well deserve the honour.""  And this was how the girl who went to fetch water from the Well o' the World's End became a Princess.",Why did the prince wait for a maiden to appear?,"1. What was the fearful spell cast over the man in his infancy?
2. Why did the man live in the Well o' the World's End for so long?
3. How did the man finally escape the well?
4. What was the man's plan to claim his father's kingdom?
5. How did the girl become a princess?
6. What was the man's plan for the girl?
7. Why did the man choose the girl to be his bride?"
194,195,"""'It is I that should kneel to you, Sweetheart,"" he said, turning to the blushing girl. ""For you have delivered me from a fearful spell, which was cast over me in my infancy by a wicked Fairy, who at the same time slew my father. For long years I have lived in that well, the Well o' the World's End, waiting for a maiden to appear, who should take pity on me, even in my loathsome disguise. She who would promise to be my wife, and who would also have the kindness to let me into her house, and the courage, at my bidding, to cut off my head.  ""Now I can return and claim my father's Kingdom, and you, most gracious maiden, will go with me, and be my bride, for you well deserve the honour.""  And this was how the girl who went to fetch water from the Well o' the World's End became a Princess.",What did the prince plan to do after the spell was broken?,"1. What was the fearful spell cast over the man in his infancy?
2. Why did the man live in the Well o' the World's End for so long?
3. How did the man finally escape the well?
4. What was the man's plan to claim his father's kingdom?
5. How did the girl become a princess?
6. What was the man's plan to marry the girl?
7. Why did the man need the girl's help to cut off his head?"
195,196,"""'It is I that should kneel to you, Sweetheart,"" he said, turning to the blushing girl. ""For you have delivered me from a fearful spell, which was cast over me in my infancy by a wicked Fairy, who at the same time slew my father. For long years I have lived in that well, the Well o' the World's End, waiting for a maiden to appear, who should take pity on me, even in my loathsome disguise. She who would promise to be my wife, and who would also have the kindness to let me into her house, and the courage, at my bidding, to cut off my head.  ""Now I can return and claim my father's Kingdom, and you, most gracious maiden, will go with me, and be my bride, for you well deserve the honour.""  And this was how the girl who went to fetch water from the Well o' the World's End became a Princess.",Why did the daughter deserve to be the bride of the prince?,"1. What was the fearful spell cast over the man in his infancy?
2. What was the wicked Fairy's intention in casting the spell?
3. How did the man live in the Well o' the World's End for many years?
4. Why did the man need a maiden to take pity on him and cut off his head?
5. How did the girl become a Princess?
6. What was the man's father's Kingdom?
7. What was the man's intention in claiming his father's Kingdom?"
196,197,"In the old days there lived in Kvam a marksman by the name of Per Gynt. He was continually in the mountains, where he shot bear and elk. At that time there were more forests on the Fjoll, and all sorts of beasts dwelt in them. Once, late in the fall, when the cattle had long since been driven down from the mountain pastures, Per Gynt decided to go up on the Fjoll again. With the exception of three dairy-maids, all the herd-folk had already left the mountains. But when Per Gynt reached Hovringalm, where he intended to stay over-night in a herdsman's hut, it already was so dark that he could not see his hand before his eyes. Then the dogs began to bark so violently that he felt quite uneasy. And suddenly his foot struck something. When he took hold of it, it was cold, and large and slippery. Since he felt certain he had not left the path, he could not imagine what it might be; but he sensed that all was not in order.",Who was Per Gynt?,"1. What was the name of the marksman?
2. Where did he live?
3. What did he do for a living?
4. What was the time period in which he lived?
5. What was the weather like at the time?
6. What did he encounter while going up the mountain?
7. What did he find when he reached the hut?"
197,198,"In the old days there lived in Kvam a marksman by the name of Per Gynt. He was continually in the mountains, where he shot bear and elk. At that time there were more forests on the Fjoll, and all sorts of beasts dwelt in them. Once, late in the fall, when the cattle had long since been driven down from the mountain pastures, Per Gynt decided to go up on the Fjoll again. With the exception of three dairy-maids, all the herd-folk had already left the mountains. But when Per Gynt reached Hovringalm, where he intended to stay over-night in a herdsman's hut, it already was so dark that he could not see his hand before his eyes. Then the dogs began to bark so violently that he felt quite uneasy. And suddenly his foot struck something. When he took hold of it, it was cold, and large and slippery. Since he felt certain he had not left the path, he could not imagine what it might be; but he sensed that all was not in order.",What did Per Gynt do in the mountains?,"1. What was the name of the marksman?
2. Where did he live?
3. What did he do for a living?
4. What was the name of the mountain he was on?
5. What time of year was it when he decided to go up on the mountain?
6. How many people were left in the mountains?
7. What did he find when he reached the mountain?
8. What was the weather like when he reached the mountain?
9. What did he do when he found the object?
10. What did he think it was?"
198,199,"In the old days there lived in Kvam a marksman by the name of Per Gynt. He was continually in the mountains, where he shot bear and elk. At that time there were more forests on the Fjoll, and all sorts of beasts dwelt in them. Once, late in the fall, when the cattle had long since been driven down from the mountain pastures, Per Gynt decided to go up on the Fjoll again. With the exception of three dairy-maids, all the herd-folk had already left the mountains. But when Per Gynt reached Hovringalm, where he intended to stay over-night in a herdsman's hut, it already was so dark that he could not see his hand before his eyes. Then the dogs began to bark so violently that he felt quite uneasy. And suddenly his foot struck something. When he took hold of it, it was cold, and large and slippery. Since he felt certain he had not left the path, he could not imagine what it might be; but he sensed that all was not in order.",Where did Per Gynt live?,"1. What was the name of the marksman who lived in Kvam?
2. Where did he live?
3. What did he do for a living?
4. What was the name of the mountain where he lived?
5. What time of year did he decide to go up on the mountain?
6. What was the exception of the herd-folk?
7. What did he find when he reached the mountain?
8. What did he feel when he took hold of the cold, large and slippery object?
9. What did he not imagine it might be?
10. What did he sense was not in order?"
199,200,"In the old days there lived in Kvam a marksman by the name of Per Gynt. He was continually in the mountains, where he shot bear and elk. At that time there were more forests on the Fjoll, and all sorts of beasts dwelt in them. Once, late in the fall, when the cattle had long since been driven down from the mountain pastures, Per Gynt decided to go up on the Fjoll again. With the exception of three dairy-maids, all the herd-folk had already left the mountains. But when Per Gynt reached Hovringalm, where he intended to stay over-night in a herdsman's hut, it already was so dark that he could not see his hand before his eyes. Then the dogs began to bark so violently that he felt quite uneasy. And suddenly his foot struck something. When he took hold of it, it was cold, and large and slippery. Since he felt certain he had not left the path, he could not imagine what it might be; but he sensed that all was not in order.",What dwelt in the forests?,"1. What was the name of the marksman?
2. Where did he live?
3. What did he do?
4. When did he decide to go up on the Fjoll again?
5. What was the exception?
6. What did he find when he reached Hovringalm?
7. How did he feel when he took hold of the cold, large, and slippery object?"
200,201,"In the old days there lived in Kvam a marksman by the name of Per Gynt. He was continually in the mountains, where he shot bear and elk. At that time there were more forests on the Fjoll, and all sorts of beasts dwelt in them. Once, late in the fall, when the cattle had long since been driven down from the mountain pastures, Per Gynt decided to go up on the Fjoll again. With the exception of three dairy-maids, all the herd-folk had already left the mountains. But when Per Gynt reached Hovringalm, where he intended to stay over-night in a herdsman's hut, it already was so dark that he could not see his hand before his eyes. Then the dogs began to bark so violently that he felt quite uneasy. And suddenly his foot struck something. When he took hold of it, it was cold, and large and slippery. Since he felt certain he had not left the path, he could not imagine what it might be; but he sensed that all was not in order.",What happened when Per Gynt reached Hovringalm?,"1. What was the name of the marksman?
2. Where did he live?
3. What did he do for a living?
4. What was the time period in which he lived?
5. What was the weather like at the time?
6. What did he encounter while going up the mountain?
7. What did he find when he reached the hut?"
201,202,"In the old days there lived in Kvam a marksman by the name of Per Gynt. He was continually in the mountains, where he shot bear and elk. At that time there were more forests on the Fjoll, and all sorts of beasts dwelt in them. Once, late in the fall, when the cattle had long since been driven down from the mountain pastures, Per Gynt decided to go up on the Fjoll again. With the exception of three dairy-maids, all the herd-folk had already left the mountains. But when Per Gynt reached Hovringalm, where he intended to stay over-night in a herdsman's hut, it already was so dark that he could not see his hand before his eyes. Then the dogs began to bark so violently that he felt quite uneasy. And suddenly his foot struck something. When he took hold of it, it was cold, and large and slippery. Since he felt certain he had not left the path, he could not imagine what it might be; but he sensed that all was not in order.",What did Per Gynt intend to do in Hovringalm?,"1. What was the name of the marksman?
2. Where did he live?
3. What did he do for a living?
4. What was the time period in which he lived?
5. What was the weather like at the time?
6. What did he encounter on his journey?
7. What was the nature of the object he encountered?"
202,203,"In the old days there lived in Kvam a marksman by the name of Per Gynt. He was continually in the mountains, where he shot bear and elk. At that time there were more forests on the Fjoll, and all sorts of beasts dwelt in them. Once, late in the fall, when the cattle had long since been driven down from the mountain pastures, Per Gynt decided to go up on the Fjoll again. With the exception of three dairy-maids, all the herd-folk had already left the mountains. But when Per Gynt reached Hovringalm, where he intended to stay over-night in a herdsman's hut, it already was so dark that he could not see his hand before his eyes. Then the dogs began to bark so violently that he felt quite uneasy. And suddenly his foot struck something. When he took hold of it, it was cold, and large and slippery. Since he felt certain he had not left the path, he could not imagine what it might be; but he sensed that all was not in order.",What made Per Gynt feel uneasy?,"1. What was the name of the marksman?
2. Where did he live?
3. What did he do for a living?
4. What was the time period in which he lived?
5. What was the weather like at the time?
6. What did he encounter on his journey?
7. What was the nature of the object he encountered?"
203,204,"In the old days there lived in Kvam a marksman by the name of Per Gynt. He was continually in the mountains, where he shot bear and elk. At that time there were more forests on the Fjoll, and all sorts of beasts dwelt in them. Once, late in the fall, when the cattle had long since been driven down from the mountain pastures, Per Gynt decided to go up on the Fjoll again. With the exception of three dairy-maids, all the herd-folk had already left the mountains. But when Per Gynt reached Hovringalm, where he intended to stay over-night in a herdsman's hut, it already was so dark that he could not see his hand before his eyes. Then the dogs began to bark so violently that he felt quite uneasy. And suddenly his foot struck something. When he took hold of it, it was cold, and large and slippery. Since he felt certain he had not left the path, he could not imagine what it might be; but he sensed that all was not in order.",How did Per Gynt not know what his foot had struck?,"1. What was the name of the marksman who lived in Kvam?
2. Where did he live?
3. What did he do for a living?
4. When did he decide to go up on the Fjoll again?
5. What was the exception of the herd-folk?
6. What did he find when he reached Hovringalm?
7. What was the cause of his uneasiness?
8. What did he feel certain he had not left the path for?
9. What did he sense was not in order?"
204,205,"""And who are you?"" asked Per Gynt, for he noticed that it moved.  ""O, I am the crooked one,"" was the answer. And now Per Gynt knew as much as he had before. So he went along its length, ""for sooner or later I will come to the end of it,"" thought he.  As he went along he again struck against something, and when he felt it, it was again something cold, and large and slippery.  ""And who are you?"" asked Per Gynt.  ""I am the crooked one,"" was again the answer.",Why did Per Gynt ask who was in his hand?,"1. What is the crooked one?
2. When did Per Gynt notice that it moved?
3. Where did Per Gynt notice that it moved?
4. Which did Per Gynt notice that it moved?
5. Who was the crooked one?
6. Why did Per Gynt notice that it moved?
7. How did Per Gynt notice that it moved?"
205,206,"""And who are you?"" asked Per Gynt, for he noticed that it moved.  ""O, I am the crooked one,"" was the answer. And now Per Gynt knew as much as he had before. So he went along its length, ""for sooner or later I will come to the end of it,"" thought he.  As he went along he again struck against something, and when he felt it, it was again something cold, and large and slippery.  ""And who are you?"" asked Per Gynt.  ""I am the crooked one,"" was again the answer.","What was the cold, and large, and slippery?","1. What is the crooked one?
2. When did Per Gynt notice that it moved?
3. Where did Per Gynt notice that it moved?
4. Which did Per Gynt notice that it moved?
5. Who was the crooked one?
6. Why did Per Gynt ask ""And who are you?""?
7. How did Per Gynt know as much as he had before?"
206,207,"""Well, whether you be crooked or straight, you will have to let me pass,"" said Per Gynt. He noticed that he was going around in a circle, and that the crooked one had coiled himself about the herdsman's cottage. At these words the crooked one moved a little to one side, so that Per Gynt could get into the cottage. When he entered he found it as dark inside as it was out. He stumbled and felt his way along the walls. He wanted to lay aside his firelock and his hunting-bag. But while he was feeling his way about, he once more noticed the something large, and cold and slippery.  ""And who are you now?"" cried Per Gynt.  ""O, I am the big crooked one,"" was the answer. And no matter where he took hold or where he set his foot, he could feel the coils of the crooked one laid around him.  ""This is a poor place to be in,"" thought Per Gynt, ""for this crooked one is outside and inside. I will soon put what is wrong to rights."" He took his firelock, went out again, and felt his way along the crooked one until he came to his head.",What did Per Gynt do when he entered the cottage?,"1. What is the name of the character who is speaking?
2. What is the name of the character who is being spoken to?
3. What is the setting of the story?
4. What is the main character's goal?
5. What is the main character's relationship with the other character?
6. What is the main character's reaction to the other character's words?
7. What is the main character's response to the situation?"
207,208,"""Well, whether you be crooked or straight, you will have to let me pass,"" said Per Gynt. He noticed that he was going around in a circle, and that the crooked one had coiled himself about the herdsman's cottage. At these words the crooked one moved a little to one side, so that Per Gynt could get into the cottage. When he entered he found it as dark inside as it was out. He stumbled and felt his way along the walls. He wanted to lay aside his firelock and his hunting-bag. But while he was feeling his way about, he once more noticed the something large, and cold and slippery.  ""And who are you now?"" cried Per Gynt.  ""O, I am the big crooked one,"" was the answer. And no matter where he took hold or where he set his foot, he could feel the coils of the crooked one laid around him.  ""This is a poor place to be in,"" thought Per Gynt, ""for this crooked one is outside and inside. I will soon put what is wrong to rights."" He took his firelock, went out again, and felt his way along the crooked one until he came to his head.",What happened because it was dark inside as it was outside?,"1. What is the name of the character in the story?
2. When did the character encounter the crooked one?
3. Where did the character encounter the crooked one?
4. Which of the following is not a part of the character's body: a) head, b) cottage, c) firelock, d) hunting-bag.
5. Why did the character encounter the crooked one?
6. How did the character encounter the crooked one?
7. How did the character feel about the situation?"
208,209,"""Well, whether you be crooked or straight, you will have to let me pass,"" said Per Gynt. He noticed that he was going around in a circle, and that the crooked one had coiled himself about the herdsman's cottage. At these words the crooked one moved a little to one side, so that Per Gynt could get into the cottage. When he entered he found it as dark inside as it was out. He stumbled and felt his way along the walls. He wanted to lay aside his firelock and his hunting-bag. But while he was feeling his way about, he once more noticed the something large, and cold and slippery.  ""And who are you now?"" cried Per Gynt.  ""O, I am the big crooked one,"" was the answer. And no matter where he took hold or where he set his foot, he could feel the coils of the crooked one laid around him.  ""This is a poor place to be in,"" thought Per Gynt, ""for this crooked one is outside and inside. I will soon put what is wrong to rights."" He took his firelock, went out again, and felt his way along the crooked one until he came to his head.",What did Per Gynt want to do in the cottage?,"1. What is the name of the character in the story?
2. When did the character enter the cottage?
3. Where did the character find the cottage?
4. Which character is described as large and cold and slippery?
5. Who is the character who is outside and inside the cottage?
6. Why did the character enter the cottage?
7. How did the character feel while he was inside the cottage?"
209,210,"""Well, whether you be crooked or straight, you will have to let me pass,"" said Per Gynt. He noticed that he was going around in a circle, and that the crooked one had coiled himself about the herdsman's cottage. At these words the crooked one moved a little to one side, so that Per Gynt could get into the cottage. When he entered he found it as dark inside as it was out. He stumbled and felt his way along the walls. He wanted to lay aside his firelock and his hunting-bag. But while he was feeling his way about, he once more noticed the something large, and cold and slippery.  ""And who are you now?"" cried Per Gynt.  ""O, I am the big crooked one,"" was the answer. And no matter where he took hold or where he set his foot, he could feel the coils of the crooked one laid around him.  ""This is a poor place to be in,"" thought Per Gynt, ""for this crooked one is outside and inside. I will soon put what is wrong to rights."" He took his firelock, went out again, and felt his way along the crooked one until he came to his head.",How did Per Gynt feel when he ran into the crooked one again?,"1. What is the name of the character who is speaking?
2. What is the name of the character who is being described?
3. What is the name of the character who is being referred to?
4. What is the name of the character who is being talked about?
5. What is the name of the character who is being addressed?
6. What is the name of the character who is being referred to?
7. What is the name of the character who is being talked about?
8. What is the name of the character who is being addressed?
9. What is the name of the character who is being described?
10. What is the name of the character who is being referred to?
11. What is the name of the character who is being talked about?
12. What is the name of the character who is being addressed?"
210,211,"""Well, whether you be crooked or straight, you will have to let me pass,"" said Per Gynt. He noticed that he was going around in a circle, and that the crooked one had coiled himself about the herdsman's cottage. At these words the crooked one moved a little to one side, so that Per Gynt could get into the cottage. When he entered he found it as dark inside as it was out. He stumbled and felt his way along the walls. He wanted to lay aside his firelock and his hunting-bag. But while he was feeling his way about, he once more noticed the something large, and cold and slippery.  ""And who are you now?"" cried Per Gynt.  ""O, I am the big crooked one,"" was the answer. And no matter where he took hold or where he set his foot, he could feel the coils of the crooked one laid around him.  ""This is a poor place to be in,"" thought Per Gynt, ""for this crooked one is outside and inside. I will soon put what is wrong to rights."" He took his firelock, went out again, and felt his way along the crooked one until he came to his head.",What happened wherever Per Gynt took hold or set his foot?,"1. What is the name of the character in the story?
2. When did the character enter the cottage?
3. Where did the character find the cottage?
4. Which character is described as large and cold and slippery?
5. Who is the character who is outside and inside the cottage?
6. Why did the character enter the cottage?
7. How did the character feel while inside the cottage?"
211,212,"""Well, whether you be crooked or straight, you will have to let me pass,"" said Per Gynt. He noticed that he was going around in a circle, and that the crooked one had coiled himself about the herdsman's cottage. At these words the crooked one moved a little to one side, so that Per Gynt could get into the cottage. When he entered he found it as dark inside as it was out. He stumbled and felt his way along the walls. He wanted to lay aside his firelock and his hunting-bag. But while he was feeling his way about, he once more noticed the something large, and cold and slippery.  ""And who are you now?"" cried Per Gynt.  ""O, I am the big crooked one,"" was the answer. And no matter where he took hold or where he set his foot, he could feel the coils of the crooked one laid around him.  ""This is a poor place to be in,"" thought Per Gynt, ""for this crooked one is outside and inside. I will soon put what is wrong to rights."" He took his firelock, went out again, and felt his way along the crooked one until he came to his head.",Why was the cottage a poor place to be in?,"1. What is the name of the character who is speaking?
2. What is the name of the character who is being spoken to?
3. What is the name of the character who is being referred to as crooked?
4. What is the name of the character who is being referred to as the herdsman?
5. What is the name of the character who is being referred to as the crooked one?
6. What is the name of the character who is being referred to as the big crooked one?
7. What is the name of the character who is being referred to as outside and inside?"
212,213,"""And who are you really and truly?"" he asked.  ""O, I am the big crooked one of Etnedal,"" said the monster troll. Then Per Gynt did not waste any time, but shot three bullets right through the middle of his head.  ""Shoot again!"" cried the crooked one. But Per Gynt knew better, for had he shot another time, the bullet would have rebounded and hit him. When this had been done, Per Gynt and his dogs took hold of the great troll, and dragged him out of the hut, so that they might make themselves comfortable there. And meanwhile the hills about rang with laughter and jeers. ""Per Gynt pulled hard, but the dogs pulled harder!"" rang in his ears.",Why did Per Gynt not shoot another time?,"1. What did the monster troll say?
2. What did Per Gynt do?
3. Why did Per Gynt shoot the monster troll?
4. How did Per Gynt and his dogs drag the monster troll out of the hut?
5. What did the hills around ring with?
6. What did Per Gynt hear?"
213,214,"""And who are you really and truly?"" he asked.  ""O, I am the big crooked one of Etnedal,"" said the monster troll. Then Per Gynt did not waste any time, but shot three bullets right through the middle of his head.  ""Shoot again!"" cried the crooked one. But Per Gynt knew better, for had he shot another time, the bullet would have rebounded and hit him. When this had been done, Per Gynt and his dogs took hold of the great troll, and dragged him out of the hut, so that they might make themselves comfortable there. And meanwhile the hills about rang with laughter and jeers. ""Per Gynt pulled hard, but the dogs pulled harder!"" rang in his ears.",Who took hold of the great troll?,"1. What did the monster troll say?
2. When did Per Gynt shoot the monster troll?
3. Where did Per Gynt and his dogs take hold of the great troll?
4. Which dogs did Per Gynt and his dogs take hold of?
5. Which part of the monster troll did Per Gynt shoot?
6. Why did Per Gynt shoot the monster troll?
7. How did Per Gynt and his dogs make themselves comfortable?"
214,215,"""And who are you really and truly?"" he asked.  ""O, I am the big crooked one of Etnedal,"" said the monster troll. Then Per Gynt did not waste any time, but shot three bullets right through the middle of his head.  ""Shoot again!"" cried the crooked one. But Per Gynt knew better, for had he shot another time, the bullet would have rebounded and hit him. When this had been done, Per Gynt and his dogs took hold of the great troll, and dragged him out of the hut, so that they might make themselves comfortable there. And meanwhile the hills about rang with laughter and jeers. ""Per Gynt pulled hard, but the dogs pulled harder!"" rang in his ears.",What did Per Gynt and his dogs do after taking hold of the great troll?,"1. What did the monster troll say?
2. What did Per Gynt do?
3. What happened when Per Gynt shot the monster troll?
4. What did Per Gynt and his dogs do?
5. What did the hills around them ring with?
6. What did Per Gynt hear?
7. What did the monster troll say?"
215,216,"In the morning Per Gynt went out hunting. When he had made his way far into the Fjoll, he saw a girl driving sheep and goats across a mountain-top. But when he reached the top of the mountain, the girl had vanished, as well as her flock, and all he saw was a great pack of bears.  ""Never yet have I seen bears run together in packs,"" thought Per Gynt. But when he came nearer, they all disappeared save one alone. Then a voice called from a nearby hill:        ""Guard your boar, for understand,       Per Gynt is without,       With his firelock in his hand!""",What did Per Gynt do in the morning?,"1. What did Per Gynt see when he reached the top of the mountain?
2. Which animal did Per Gynt see when he reached the top of the mountain?
3. Which animal did Per Gynt see when he came nearer to the bears?
4. Which animal did Per Gynt see when he came nearer to the bears?
5. Which animal did Per Gynt see when he came nearer to the bears?
6. Which animal did Per Gynt see when he came nearer to the bears?
7. Which animal did Per Gynt see when he came nearer to the bears?
8. Which animal did Per Gynt see when he came nearer to the bears?
9. Which animal did Per Gynt see when he came nearer to the bears?
10. Which animal did Per Gynt see when he came nearer to the bears?"
216,217,"In the morning Per Gynt went out hunting. When he had made his way far into the Fjoll, he saw a girl driving sheep and goats across a mountain-top. But when he reached the top of the mountain, the girl had vanished, as well as her flock, and all he saw was a great pack of bears.  ""Never yet have I seen bears run together in packs,"" thought Per Gynt. But when he came nearer, they all disappeared save one alone. Then a voice called from a nearby hill:        ""Guard your boar, for understand,       Per Gynt is without,       With his firelock in his hand!""",Who did Per Gynt see while hunting?,"1. What did Per Gynt see when he reached the top of the mountain?
2. Where did Per Gynt see the girl driving sheep and goats?
3. Which girl was driving sheep and goats across the mountain-top?
4. Which mountain did Per Gynt reach?
5. Why did Per Gynt go out hunting in the morning?
6. How did Per Gynt see the girl driving sheep and goats?
7. What did Per Gynt see when he came nearer to the bears?
8. What did Per Gynt do when he saw the bears?
9. What did Per Gynt hear when he came nearer to the bears?
10. What did Per Gynt see when he came nearer to the bears?
11. What did Per Gynt do when he saw the bears?
12. What did Per Gynt hear when he came nearer to the bears?
13. What did Per Gynt see when he came nearer to the bears?
14. What did Per Gynt do when he came nearer to the bears?
15. What did Per Gynt hear when he came nearer to the bears?"
